drift_event_id,control_name,control_type,severity,change_type,status,baseline_value,current_value,change_date,change_hour,operator_name,operator_email,approver_name,approver_email,change_reason,compliance_impact,is_regression,is_off_hours,risk_score,score_breakdown,classification
DRF00691,Control-33,Endpoint,Critical,Disable,Drifted,enabled=False,enabled=False,2025-08-25 01:02:00,1,Vikram Moore,vikram.moore@company.com,Jason Martinez,jason.martinez@company.com,Emergency Fix,PCI,True,True,135,"{""severity"": 40, ""status"": 30, ""change_type"": 25, ""regression"": 20, ""off_hours"": 10, ""compliance_impact"": 10}",CRITICAL_DRIFT
DRF00736,Control-17,Logging,High,Modify,Compliant,enabled=False,enabled=True,2025-08-25 02:37:00,2,Richard Burke,richard.burke@company.com,David Davis,david.davis@company.com,Performance Tuning,GDPR,False,True,50,"{""severity"": 30, ""status"": -10, ""change_type"": 10, ""regression"": 0, ""off_hours"": 10, ""compliance_impact"": 10}",HIGH_DRIFT
DRF00766,Control-85,Vulnerability,Medium,Disable,Drifted,enabled=False,enabled=True,2025-08-25 13:41:00,13,Kenneth He,kenneth.he@company.com,Amitabh Lee,amitabh.lee@company.com,Performance Tuning,,False,False,70,"{""severity"": 15, ""status"": 30, ""change_type"": 25, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 0}",MEDIUM_DRIFT
DRF00595,Control-25,Data_Protection,High,Modify,Drifted,enabled=False,enabled=False,2025-08-25 18:36:00,18,Fatima White,fatima.white@company.com,David Harris,david.harris@company.com,Performance Tuning,PCI,True,False,100,"{""severity"": 30, ""status"": 30, ""change_type"": 10, ""regression"": 20, ""off_hours"": 0, ""compliance_impact"": 10}",HIGH_DRIFT
DRF00765,Control-47,Logging,Low,Modify,Remediated,enabled=True,enabled=False,2025-08-25 18:53:00,18,Raja Harris,raja.harris@company.com,Meera Quinn,meera.quinn@company.com,Policy Change,NIST,True,False,15,"{""severity"": 5, ""status"": -10, ""change_type"": 10, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",BENIGN
DRF00921,Control-77,Encryption,Medium,Rollback,Drifted,enabled=True,enabled=True,2025-08-26 03:15:00,3,Matthew Patel,matthew.patel@company.com,Kenneth Jackson,kenneth.jackson@company.com,Emergency Fix,CIS,False,True,65,"{""severity"": 15, ""status"": 30, ""change_type"": 0, ""regression"": 0, ""off_hours"": 10, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00752,Control-3,DLP,Low,Modify,Mitigated,enabled=True,enabled=False,2025-08-26 05:05:00,5,Sanjana Lopez,sanjana.lopez@company.com,Daniel Lewis,daniel.lewis@company.com,Security Update,CIS,True,True,40,"{""severity"": 5, ""status"": 5, ""change_type"": 10, ""regression"": 0, ""off_hours"": 10, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00557,Control-13,Access_Control,High,Remove,Drifted,enabled=False,enabled=False,2025-08-26 06:11:00,6,Nicholas Perez,nicholas.perez@company.com,Vikram Rao,vikram.rao@company.com,Policy Change,,True,True,110,"{""severity"": 30, ""status"": 30, ""change_type"": 20, ""regression"": 20, ""off_hours"": 10, ""compliance_impact"": 0}",HIGH_DRIFT
DRF00871,Control-22,Firewall,Medium,Enable,Drifted,enabled=True,enabled=True,2025-08-26 13:10:00,13,Brian Reilly,brian.reilly@company.com,Harsh Menon,harsh.menon@company.com,Emergency Fix,ISO,False,False,50,"{""severity"": 15, ""status"": 30, ""change_type"": -5, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00701,Control-30,Vulnerability,Critical,Remove,Under_Review,enabled=True,enabled=False,2025-08-26 13:24:00,13,Elena Reilly,elena.reilly@company.com,Thomas Menon,thomas.menon@company.com,Security Update,CIS,True,False,105,"{""severity"": 40, ""status"": 15, ""change_type"": 20, ""regression"": 20, ""off_hours"": 0, ""compliance_impact"": 10}",CRITICAL_DRIFT
DRF00742,Control-38,Data_Protection,Critical,Remove,Under_Review,enabled=True,enabled=True,2025-08-26 22:02:00,22,Harsh Martin,harsh.martin@company.com,Karan Verma,karan.verma@company.com,Emergency Fix,,False,False,75,"{""severity"": 40, ""status"": 15, ""change_type"": 20, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 0}",CRITICAL_DRIFT
DRF00598,Control-75,Vulnerability,High,Modify,Drifted,enabled=False,enabled=False,2025-08-27 13:49:00,13,Zainab He,zainab.he@company.com,Aisha Nair,aisha.nair@company.com,Policy Change,,True,False,90,"{""severity"": 30, ""status"": 30, ""change_type"": 10, ""regression"": 20, ""off_hours"": 0, ""compliance_impact"": 0}",HIGH_DRIFT
DRF00621,Control-65,Data_Protection,Low,Disable,Drifted,enabled=False,enabled=False,2025-08-27 13:58:00,13,Jacob Sun,jacob.sun@company.com,Leila Becker,leila.becker@company.com,Performance Tuning,GDPR,True,False,70,"{""severity"": 5, ""status"": 30, ""change_type"": 25, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00524,Control-78,Access_Control,High,Modify,Compliant,enabled=False,enabled=True,2025-08-28 04:55:00,4,Charles Li,charles.li@company.com,Arjun Lopez,arjun.lopez@company.com,Emergency Fix,NIST,False,True,50,"{""severity"": 30, ""status"": -10, ""change_type"": 10, ""regression"": 0, ""off_hours"": 10, ""compliance_impact"": 10}",HIGH_DRIFT
DRF00961,Control-88,DLP,Medium,Disable,Under_Review,enabled=False,enabled=True,2025-08-28 06:26:00,6,Michael Liu,michael.liu@company.com,Stephen White,stephen.white@company.com,Performance Tuning,,False,True,65,"{""severity"": 15, ""status"": 15, ""change_type"": 25, ""regression"": 0, ""off_hours"": 10, ""compliance_impact"": 0}",MEDIUM_DRIFT
DRF00897,Control-36,Firewall,Critical,Enable,Remediated,enabled=False,enabled=False,2025-08-29 13:57:00,13,Christopher Patel,christopher.patel@company.com,Nicholas Sullivan,nicholas.sullivan@company.com,Security Update,GDPR,True,False,55,"{""severity"": 40, ""status"": -10, ""change_type"": -5, ""regression"": 20, ""off_hours"": 0, ""compliance_impact"": 10}",HIGH_DRIFT
DRF00570,Control-52,Firewall,Critical,Remove,Under_Review,enabled=True,enabled=True,2025-08-30 13:46:00,13,Meera Muller,meera.muller@company.com,Aditya Johnson,aditya.johnson@company.com,Policy Change,ISO,False,False,85,"{""severity"": 40, ""status"": 15, ""change_type"": 20, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",CRITICAL_DRIFT
DRF00753,Control-21,Vulnerability,Info,Rollback,Compliant,enabled=False,enabled=True,2025-08-30 20:40:00,20,Amitabh Yang,amitabh.yang@company.com,Andrew Ramirez,andrew.ramirez@company.com,Performance Tuning,ISO,False,False,0,"{""severity"": 0, ""status"": -10, ""change_type"": 0, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",BENIGN
DRF00547,Control-53,Cloud_Security,Low,Remove,Compliant,enabled=True,enabled=False,2025-09-02 07:38:00,7,Charles Young,charles.young@company.com,Nicholas Han,nicholas.han@company.com,Performance Tuning,NIST,True,False,25,"{""severity"": 5, ""status"": -10, ""change_type"": 20, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",BENIGN
DRF00845,Control-87,Vulnerability,Medium,Remove,Under_Review,enabled=False,enabled=False,2025-09-02 19:05:00,19,James Wang,james.wang@company.com,Maria Ramirez,maria.ramirez@company.com,Troubleshooting,PCI,True,False,70,"{""severity"": 15, ""status"": 15, ""change_type"": 20, ""regression"": 10, ""off_hours"": 0, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00770,Control-41,Endpoint,Low,Remove,Compliant,enabled=True,enabled=True,2025-09-03 05:56:00,5,Anjali Thompson,anjali.thompson@company.com,Timothy Davis,timothy.davis@company.com,Troubleshooting,ISO,False,True,35,"{""severity"": 5, ""status"": -10, ""change_type"": 20, ""regression"": 0, ""off_hours"": 10, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00594,Control-60,Cloud_Security,Low,Rollback,Remediated,enabled=True,enabled=False,2025-09-03 11:30:00,11,Raja Sullivan,raja.sullivan@company.com,Andrew Lee,andrew.lee@company.com,Security Update,CIS,True,False,5,"{""severity"": 5, ""status"": -10, ""change_type"": 0, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",BENIGN
DRF00744,Control-64,Cloud_Security,Critical,Update,Compliant,enabled=False,enabled=False,2025-09-05 19:52:00,19,Rajesh Miller,rajesh.miller@company.com,Eric Rodriguez,eric.rodriguez@company.com,Troubleshooting,,True,False,55,"{""severity"": 40, ""status"": -10, ""change_type"": 5, ""regression"": 20, ""off_hours"": 0, ""compliance_impact"": 0}",HIGH_DRIFT
DRF00588,Control-3,Network_Segmentation,Critical,Modify,Under_Review,enabled=True,enabled=False,2025-09-06 03:32:00,3,Charles Patel,charles.patel@company.com,Mark Hernandez,mark.hernandez@company.com,Performance Tuning,PCI,True,True,105,"{""severity"": 40, ""status"": 15, ""change_type"": 10, ""regression"": 20, ""off_hours"": 10, ""compliance_impact"": 10}",CRITICAL_DRIFT
DRF00737,Control-60,Logging,High,Remove,Remediated,enabled=False,enabled=False,2025-09-06 13:49:00,13,Riya Das,riya.das@company.com,Mark Ramirez,mark.ramirez@company.com,Security Update,NIST,True,False,70,"{""severity"": 30, ""status"": -10, ""change_type"": 20, ""regression"": 20, ""off_hours"": 0, ""compliance_impact"": 10}",HIGH_DRIFT
DRF00601,Control-1,Endpoint,Low,Update,Remediated,enabled=False,enabled=False,2025-09-06 13:57:00,13,Gary He,gary.he@company.com,Stephen Xu,stephen.xu@company.com,Policy Change,ISO,True,False,10,"{""severity"": 5, ""status"": -10, ""change_type"": 5, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",BENIGN
DRF00712,Control-91,Network_Segmentation,Low,Disable,Remediated,enabled=False,enabled=True,2025-09-06 19:53:00,19,Paul Hernandez,paul.hernandez@company.com,Jacob Reilly,jacob.reilly@company.com,Troubleshooting,NIST,False,False,30,"{""severity"": 5, ""status"": -10, ""change_type"": 25, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00900,Control-40,Endpoint,Low,Disable,Drifted,enabled=False,enabled=True,2025-09-07 09:25:00,9,Matthew Perez,matthew.perez@company.com,Richard Schmidt,richard.schmidt@company.com,Emergency Fix,NIST,False,False,70,"{""severity"": 5, ""status"": 30, ""change_type"": 25, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00536,Control-77,Access_Control,Medium,Enable,Drifted,enabled=False,enabled=False,2025-09-07 11:41:00,11,Elena Perez,elena.perez@company.com,George Gupta,george.gupta@company.com,Policy Change,PCI,True,False,60,"{""severity"": 15, ""status"": 30, ""change_type"": -5, ""regression"": 10, ""off_hours"": 0, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00751,Control-53,Firewall,Medium,Update,Compliant,enabled=False,enabled=False,2025-09-08 01:35:00,1,Yuki Schmidt,yuki.schmidt@company.com,Anthony Choi,anthony.choi@company.com,Security Update,GDPR,True,True,40,"{""severity"": 15, ""status"": -10, ""change_type"": 5, ""regression"": 10, ""off_hours"": 10, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00665,Control-48,Vulnerability,Medium,Update,Under_Review,enabled=False,enabled=True,2025-09-08 07:41:00,7,Amitabh White,amitabh.white@company.com,Priya O'Brien,priya.o'brien@company.com,Policy Change,GDPR,False,False,45,"{""severity"": 15, ""status"": 15, ""change_type"": 5, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00704,Control-25,Data_Protection,Critical,Enable,Remediated,enabled=True,enabled=True,2025-09-08 21:38:00,21,Andrew Das,andrew.das@company.com,George O'Brien,george.o'brien@company.com,Performance Tuning,NIST,False,False,35,"{""severity"": 40, ""status"": -10, ""change_type"": -5, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00758,Control-11,Network_Segmentation,High,Disable,Compliant,enabled=True,enabled=True,2025-09-09 01:01:00,1,Akshay Muller,akshay.muller@company.com,Stephen Martin,stephen.martin@company.com,Security Update,,False,True,55,"{""severity"": 30, ""status"": -10, ""change_type"": 25, ""regression"": 0, ""off_hours"": 10, ""compliance_impact"": 0}",HIGH_DRIFT
DRF00546,Control-16,Vulnerability,Critical,Rollback,Under_Review,enabled=False,enabled=True,2025-09-09 03:51:00,3,Akshay Lim,akshay.lim@company.com,Eric Patel,eric.patel@company.com,Performance Tuning,ISO,False,True,75,"{""severity"": 40, ""status"": 15, ""change_type"": 0, ""regression"": 0, ""off_hours"": 10, ""compliance_impact"": 10}",CRITICAL_DRIFT
DRF00968,Control-42,Data_Protection,Low,Enable,Remediated,enabled=True,enabled=False,2025-09-09 08:35:00,8,Amara Gupta,amara.gupta@company.com,Richard Muller,richard.muller@company.com,Policy Change,NIST,True,False,0,"{""severity"": 5, ""status"": -10, ""change_type"": -5, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",BENIGN
DRF00666,Control-21,Vulnerability,High,Rollback,Drifted,enabled=False,enabled=False,2025-09-09 14:38:00,14,Joseph Brown,joseph.brown@company.com,Andrew Menon,andrew.menon@company.com,Security Update,GDPR,True,False,90,"{""severity"": 30, ""status"": 30, ""change_type"": 0, ""regression"": 20, ""off_hours"": 0, ""compliance_impact"": 10}",HIGH_DRIFT
DRF00811,Control-70,Encryption,Low,Modify,Under_Review,enabled=True,enabled=False,2025-09-10 18:02:00,18,Amitabh Singh,amitabh.singh@company.com,Steven Sullivan,steven.sullivan@company.com,Policy Change,ISO,True,False,40,"{""severity"": 5, ""status"": 15, ""change_type"": 10, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00912,Control-10,Network_Segmentation,Low,Update,Remediated,enabled=True,enabled=False,2025-09-10 19:37:00,19,Sofia Becker,sofia.becker@company.com,Kenneth Wang,kenneth.wang@company.com,Emergency Fix,ISO,True,False,10,"{""severity"": 5, ""status"": -10, ""change_type"": 5, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",BENIGN
DRF00839,Control-4,Cloud_Security,Info,Enable,Remediated,enabled=False,enabled=False,2025-09-11 01:31:00,1,Vikram Meyer,vikram.meyer@company.com,James Sanchez,james.sanchez@company.com,Troubleshooting,CIS,True,True,5,"{""severity"": 0, ""status"": -10, ""change_type"": -5, ""regression"": 0, ""off_hours"": 10, ""compliance_impact"": 10}",BENIGN
DRF00793,Control-70,Encryption,Medium,Disable,Mitigated,enabled=True,enabled=False,2025-09-11 02:08:00,2,Ronald Jackson,ronald.jackson@company.com,Akshay White,akshay.white@company.com,Security Update,ISO,True,True,75,"{""severity"": 15, ""status"": 5, ""change_type"": 25, ""regression"": 10, ""off_hours"": 10, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00762,Control-30,Firewall,Low,Modify,Mitigated,enabled=False,enabled=False,2025-09-11 16:00:00,16,Aditya Schmidt,aditya.schmidt@company.com,Rajesh Wilson,rajesh.wilson@company.com,Security Update,ISO,True,False,30,"{""severity"": 5, ""status"": 5, ""change_type"": 10, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00940,Control-13,Cloud_Security,Critical,Rollback,Remediated,enabled=True,enabled=True,2025-09-12 01:17:00,1,Vikram Ramirez,vikram.ramirez@company.com,Kenneth Williams,kenneth.williams@company.com,Security Update,PCI,False,True,50,"{""severity"": 40, ""status"": -10, ""change_type"": 0, ""regression"": 0, ""off_hours"": 10, ""compliance_impact"": 10}",HIGH_DRIFT
DRF00627,Control-25,Access_Control,High,Disable,Remediated,enabled=False,enabled=True,2025-09-12 09:55:00,9,Kevin Young,kevin.young@company.com,Diya Williams,diya.williams@company.com,Emergency Fix,PCI,False,False,55,"{""severity"": 30, ""status"": -10, ""change_type"": 25, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",HIGH_DRIFT
DRF00812,Control-11,Encryption,Critical,Modify,Compliant,enabled=False,enabled=True,2025-09-12 10:12:00,10,Nisha Lewis,nisha.lewis@company.com,Nikhil Rodriguez,nikhil.rodriguez@company.com,Policy Change,NIST,False,False,50,"{""severity"": 40, ""status"": -10, ""change_type"": 10, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",HIGH_DRIFT
DRF00817,Control-23,Vulnerability,Critical,Update,Under_Review,enabled=False,enabled=False,2025-09-12 17:09:00,17,Xiulan Sun,xiulan.sun@company.com,Priya Martinez,priya.martinez@company.com,Troubleshooting,NIST,True,False,90,"{""severity"": 40, ""status"": 15, ""change_type"": 5, ""regression"": 20, ""off_hours"": 0, ""compliance_impact"": 10}",CRITICAL_DRIFT
DRF00564,Control-16,Cloud_Security,Critical,Rollback,Compliant,enabled=True,enabled=False,2025-09-13 07:53:00,7,Charles Moore,charles.moore@company.com,Kenneth Li,kenneth.li@company.com,Policy Change,GDPR,True,False,60,"{""severity"": 40, ""status"": -10, ""change_type"": 0, ""regression"": 20, ""off_hours"": 0, ""compliance_impact"": 10}",HIGH_DRIFT
DRF00987,Control-86,Endpoint,Low,Rollback,Drifted,enabled=False,enabled=False,2025-09-14 03:05:00,3,Nikhil Lee,nikhil.lee@company.com,Matthew Brown,matthew.brown@company.com,Troubleshooting,GDPR,True,True,55,"{""severity"": 5, ""status"": 30, ""change_type"": 0, ""regression"": 0, ""off_hours"": 10, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00800,Control-79,Logging,Info,Enable,Mitigated,enabled=False,enabled=False,2025-09-15 00:03:00,0,Anjali Sullivan,anjali.sullivan@company.com,Karan Murphy,karan.murphy@company.com,Troubleshooting,PCI,True,True,20,"{""severity"": 0, ""status"": 5, ""change_type"": -5, ""regression"": 0, ""off_hours"": 10, ""compliance_impact"": 10}",BENIGN
DRF00636,Control-84,Data_Protection,Medium,Modify,Remediated,enabled=True,enabled=False,2025-09-15 01:16:00,1,William Gonzalez,william.gonzalez@company.com,Elena Murphy,elena.murphy@company.com,Security Update,NIST,True,True,45,"{""severity"": 15, ""status"": -10, ""change_type"": 10, ""regression"": 10, ""off_hours"": 10, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00624,Control-97,Logging,Low,Disable,Compliant,enabled=True,enabled=True,2025-09-19 11:25:00,11,Steven Brown,steven.brown@company.com,Elena Rodriguez,elena.rodriguez@company.com,Policy Change,ISO,False,False,30,"{""severity"": 5, ""status"": -10, ""change_type"": 25, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00916,Control-62,Logging,Low,Enable,Remediated,enabled=True,enabled=False,2025-09-20 05:30:00,5,Zainab Park,zainab.park@company.com,Kenneth Muller,kenneth.muller@company.com,Troubleshooting,,True,True,0,"{""severity"": 5, ""status"": -10, ""change_type"": -5, ""regression"": 0, ""off_hours"": 10, ""compliance_impact"": 0}",BENIGN
DRF00782,Control-39,Firewall,High,Update,Remediated,enabled=True,enabled=True,2025-09-20 10:22:00,10,Christopher Miller,christopher.miller@company.com,Richard Jackson,richard.jackson@company.com,Troubleshooting,PCI,False,False,35,"{""severity"": 30, ""status"": -10, ""change_type"": 5, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00680,Control-5,Encryption,High,Modify,Mitigated,enabled=True,enabled=True,2025-09-20 19:40:00,19,Sofia Lopez,sofia.lopez@company.com,Riya Huang,riya.huang@company.com,Security Update,CIS,False,False,55,"{""severity"": 30, ""status"": 5, ""change_type"": 10, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",HIGH_DRIFT
DRF00519,Control-52,Firewall,Critical,Modify,Remediated,enabled=True,enabled=True,2025-09-20 23:03:00,23,Mark Lee,mark.lee@company.com,Elena Choi,elena.choi@company.com,Performance Tuning,ISO,False,False,50,"{""severity"": 40, ""status"": -10, ""change_type"": 10, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",HIGH_DRIFT
DRF00756,Control-54,Logging,Medium,Modify,Drifted,enabled=True,enabled=False,2025-09-21 11:52:00,11,Sophia Brown,sophia.brown@company.com,Stephen Lee,stephen.lee@company.com,Performance Tuning,PCI,True,False,75,"{""severity"": 15, ""status"": 30, ""change_type"": 10, ""regression"": 10, ""off_hours"": 0, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00688,Control-23,Firewall,Critical,Rollback,Under_Review,enabled=False,enabled=False,2025-09-21 15:27:00,15,Richard Williams,richard.williams@company.com,George Clark,george.clark@company.com,Troubleshooting,ISO,True,False,85,"{""severity"": 40, ""status"": 15, ""change_type"": 0, ""regression"": 20, ""off_hours"": 0, ""compliance_impact"": 10}",CRITICAL_DRIFT
DRF00540,Control-3,Vulnerability,Info,Modify,Drifted,enabled=False,enabled=False,2025-09-22 23:19:00,23,Anjali White,anjali.white@company.com,Aditya Burke,aditya.burke@company.com,Emergency Fix,ISO,True,False,50,"{""severity"": 0, ""status"": 30, ""change_type"": 10, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",BENIGN
DRF00583,Control-98,Logging,High,Remove,Drifted,enabled=False,enabled=False,2025-09-23 02:33:00,2,Varun Yang,varun.yang@company.com,Edward Guo,edward.guo@company.com,Policy Change,CIS,True,True,120,"{""severity"": 30, ""status"": 30, ""change_type"": 20, ""regression"": 20, ""off_hours"": 10, ""compliance_impact"": 10}",HIGH_DRIFT
DRF00835,Control-89,Endpoint,Critical,Update,Compliant,enabled=True,enabled=True,2025-09-23 07:50:00,7,Meera Meyer,meera.meyer@company.com,Stephen Chen,stephen.chen@company.com,Emergency Fix,PCI,False,False,45,"{""severity"": 40, ""status"": -10, ""change_type"": 5, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00952,Control-5,Logging,Critical,Disable,Drifted,enabled=False,enabled=True,2025-09-23 15:14:00,15,George Young,george.young@company.com,Aisha Pillai,aisha.pillai@company.com,Policy Change,GDPR,False,False,105,"{""severity"": 40, ""status"": 30, ""change_type"": 25, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",CRITICAL_DRIFT
DRF00910,Control-36,Firewall,Critical,Remove,Mitigated,enabled=True,enabled=False,2025-09-24 11:16:00,11,Arjun Miller,arjun.miller@company.com,George Guo,george.guo@company.com,Performance Tuning,PCI,True,False,95,"{""severity"": 40, ""status"": 5, ""change_type"": 20, ""regression"": 20, ""off_hours"": 0, ""compliance_impact"": 10}",CRITICAL_DRIFT
DRF00833,Control-89,DLP,Low,Disable,Remediated,enabled=True,enabled=False,2025-09-24 23:41:00,23,Jonathan Lee,jonathan.lee@company.com,Nadia Choi,nadia.choi@company.com,Troubleshooting,NIST,True,False,30,"{""severity"": 5, ""status"": -10, ""change_type"": 25, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00802,Control-63,Logging,Low,Rollback,Under_Review,enabled=False,enabled=True,2025-09-25 04:01:00,4,Rohan White,rohan.white@company.com,Sanjana Jang,sanjana.jang@company.com,Policy Change,ISO,False,True,40,"{""severity"": 5, ""status"": 15, ""change_type"": 0, ""regression"": 0, ""off_hours"": 10, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00755,Control-38,Logging,Low,Disable,Mitigated,enabled=True,enabled=True,2025-09-25 10:19:00,10,James Kim,james.kim@company.com,Harsh Miller,harsh.miller@company.com,Troubleshooting,ISO,False,False,45,"{""severity"": 5, ""status"": 5, ""change_type"": 25, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00774,Control-86,Cloud_Security,High,Modify,Compliant,enabled=False,enabled=False,2025-09-25 23:57:00,23,Joseph Williams,joseph.williams@company.com,Nadia Pillai,nadia.pillai@company.com,Policy Change,ISO,True,False,60,"{""severity"": 30, ""status"": -10, ""change_type"": 10, ""regression"": 20, ""off_hours"": 0, ""compliance_impact"": 10}",HIGH_DRIFT
DRF00872,Control-51,Access_Control,Low,Rollback,Under_Review,enabled=True,enabled=True,2025-09-26 10:53:00,10,Matthew Hwang,matthew.hwang@company.com,Stephen Quinn,stephen.quinn@company.com,Policy Change,,False,False,20,"{""severity"": 5, ""status"": 15, ""change_type"": 0, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 0}",BENIGN
DRF00836,Control-90,Endpoint,Critical,Remove,Drifted,enabled=True,enabled=True,2025-09-27 17:37:00,17,Stephen Bhat,stephen.bhat@company.com,Stephen Guo,stephen.guo@company.com,Policy Change,CIS,False,False,100,"{""severity"": 40, ""status"": 30, ""change_type"": 20, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",CRITICAL_DRIFT
DRF00922,Control-81,Endpoint,Low,Remove,Compliant,enabled=True,enabled=True,2025-09-28 09:20:00,9,Stephen Kim,stephen.kim@company.com,Yuki Han,yuki.han@company.com,Performance Tuning,,False,False,15,"{""severity"": 5, ""status"": -10, ""change_type"": 20, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 0}",BENIGN
DRF00610,Control-33,Network_Segmentation,Info,Disable,Compliant,enabled=True,enabled=True,2025-09-28 12:23:00,12,Sanjana White,sanjana.white@company.com,Eric Lee,eric.lee@company.com,Troubleshooting,NIST,False,False,25,"{""severity"": 0, ""status"": -10, ""change_type"": 25, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",BENIGN
DRF00530,Control-39,Encryption,Medium,Rollback,Remediated,enabled=True,enabled=True,2025-09-29 02:18:00,2,William Lim,william.lim@company.com,Jacob Das,jacob.das@company.com,Policy Change,,False,True,15,"{""severity"": 15, ""status"": -10, ""change_type"": 0, ""regression"": 0, ""off_hours"": 10, ""compliance_impact"": 0}",BENIGN
DRF00831,Control-61,Data_Protection,Low,Enable,Remediated,enabled=False,enabled=False,2025-09-30 10:13:00,10,Joshua Lewis,joshua.lewis@company.com,Priya Brown,priya.brown@company.com,Emergency Fix,CIS,True,False,0,"{""severity"": 5, ""status"": -10, ""change_type"": -5, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",BENIGN
DRF00542,Control-4,Endpoint,Low,Update,Under_Review,enabled=True,enabled=True,2025-09-30 10:22:00,10,George Menon,george.menon@company.com,Priya Reddy,priya.reddy@company.com,Policy Change,NIST,False,False,35,"{""severity"": 5, ""status"": 15, ""change_type"": 5, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00629,Control-74,Cloud_Security,High,Rollback,Mitigated,enabled=True,enabled=True,2025-09-30 19:29:00,19,Yuki Hernandez,yuki.hernandez@company.com,Diya Verma,diya.verma@company.com,Emergency Fix,PCI,False,False,45,"{""severity"": 30, ""status"": 5, ""change_type"": 0, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",MEDIUM_DRIFT
DRF00882,Control-9,Network_Segmentation,High,Modify,Drifted,enabled=True,enabled=True,2025-10-02 11:01:00,11,Sofia Rodriguez,sofia.rodriguez@company.com,Raja Yang,raja.yang@company.com,Emergency Fix,NIST,False,False,80,"{""severity"": 30, ""status"": 30, ""change_type"": 10, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 10}",HIGH_DRIFT
DRF00599,Control-83,Endpoint,Low,Enable,Drifted,enabled=False,enabled=True,2025-10-03 07:42:00,7,Stephen Reddy,stephen.reddy@company.com,Isha Mishra,isha.mishra@company.com,Performance Tuning,,False,False,30,"{""severity"": 5, ""status"": 30, ""change_type"": -5, ""regression"": 0, ""off_hours"": 0, ""compliance_impact"": 0}",MEDIUM_DRIFT
